CMDLINE C:\Users\Isaac\AppData\Local\Programs\Python\Python311\python.exe copy_of_4_double_dqn.py
MEM 20087.394531 1708464191.4990
MEM 20089.269531 1708464191.5995
MEM 20091.519531 1708464191.6998
MEM 20093.769531 1708464191.8002
MEM 20095.269531 1708464191.9005
MEM 20096.769531 1708464192.0011
MEM 20098.269531 1708464192.1016
MEM 20099.871094 1708464192.2022
MEM 20101.433594 1708464192.3026
MEM 20103.601562 1708464192.4030
MEM 20105.562500 1708464192.5032
MEM 20107.160156 1708464192.6036
MEM 20108.937500 1708464192.7041
MEM 20110.437500 1708464192.8047
MEM 20112.312500 1708464192.9052
MEM 20114.570312 1708464193.0056
MEM 20116.226562 1708464193.1061
MEM 20118.421875 1708464193.2067
MEM 20120.355469 1708464193.3073
MEM 20121.855469 1708464193.4076
MEM 20123.355469 1708464193.5077
MEM 20124.480469 1708464193.6082
MEM 20126.355469 1708464193.7088
MEM 20128.230469 1708464193.8094
MEM 20130.480469 1708464193.9098
MEM 20131.769531 1708464194.0101
MEM 20133.269531 1708464194.1107
MEM 20135.148438 1708464194.2113
MEM 20137.023438 1708464194.3116
MEM 20138.148438 1708464194.4118
MEM 20140.023438 1708464194.5119
MEM 20141.902344 1708464194.6123
MEM 20144.152344 1708464194.7128
MEM 20145.652344 1708464194.8132
MEM 20147.691406 1708464194.9134
MEM 20149.566406 1708464195.0138
MEM 20151.445312 1708464195.1142
MEM 20153.320312 1708464195.2148
MEM 20155.195312 1708464195.3152
MEM 20156.695312 1708464195.4157
MEM 20158.570312 1708464195.5160
MEM 20160.445312 1708464195.6165
MEM 20162.046875 1708464195.7168
MEM 20163.613281 1708464195.8174
MEM 20165.117188 1708464195.9179
MEM 20166.621094 1708464196.0184
MEM 20167.746094 1708464196.1188
MEM 20169.621094 1708464196.2191
MEM 20171.496094 1708464196.3195
MEM 20172.996094 1708464196.4199
MEM 20174.500000 1708464196.5204
MEM 20176.375000 1708464196.6207
MEM 20177.601562 1708464196.7210
MEM 20179.539062 1708464196.8215
MEM 20181.414062 1708464196.9220
MEM 20182.914062 1708464197.0224
MEM 20184.414062 1708464197.1225
MEM 20186.289062 1708464197.2230
MEM 20188.164062 1708464197.3231
MEM 20189.664062 1708464197.4232
MEM 20191.914062 1708464197.5235
MEM 20193.582031 1708464197.6240
MEM 20195.082031 1708464197.7245
MEM 20196.957031 1708464197.8251
MEM 20198.457031 1708464197.9257
MEM 20200.335938 1708464198.0260
MEM 20201.839844 1708464198.1265
MEM 20203.339844 1708464198.2270
MEM 20204.839844 1708464198.3276
MEM 20206.714844 1708464198.4281
MEM 20208.214844 1708464198.5287
MEM 20209.503906 1708464198.6293
MEM 20211.003906 1708464198.7298
MEM 20212.882812 1708464198.8301
MEM 20214.757812 1708464198.9306
MEM 20216.257812 1708464199.0312
MEM 20217.382812 1708464199.1317
MEM 20218.882812 1708464199.2322
MEM 20221.132812 1708464199.3327
MEM 20223.007812 1708464199.4332
MEM 20225.050781 1708464199.5337
MEM 20226.925781 1708464199.6343
MEM 20228.429688 1708464199.7348
MEM 20229.929688 1708464199.8353
MEM 20231.804688 1708464199.9358
MEM 20234.437500 1708464200.0362
MEM 20235.554688 1708464200.1364
MEM 20237.437500 1708464200.2368
MEM 20239.312500 1708464200.3373
MEM 20240.976562 1708464200.4379
MEM 20242.101562 1708464200.5383
MEM 20244.351562 1708464200.6388
MEM 20245.851562 1708464200.7394
MEM 20247.730469 1708464200.8396
MEM 20249.988281 1708464200.9400
MEM 20251.113281 1708464201.0406
MEM 20252.988281 1708464201.1409
MEM 20254.863281 1708464201.2412
MEM 20256.902344 1708464201.3415
MEM 20258.777344 1708464201.4421
MEM 20260.652344 1708464201.5424
MEM 20262.527344 1708464201.6425
MEM 20264.406250 1708464201.7429
MEM 20266.281250 1708464201.8432
MEM 20268.156250 1708464201.9435
MEM 20270.031250 1708464202.0440
MEM 20271.695312 1708464202.1445
MEM 20273.195312 1708464202.2449
MEM 20274.695312 1708464202.3451
MEM 20276.195312 1708464202.4457
MEM 20277.695312 1708464202.5461
MEM 20279.949219 1708464202.6466
MEM 20281.074219 1708464202.7467
MEM 20283.324219 1708464202.8470
MEM 20284.824219 1708464202.9476
MEM 20286.863281 1708464203.0478
MEM 20288.738281 1708464203.1481
MEM 20290.613281 1708464203.2487
MEM 20292.488281 1708464203.3490
MEM 20293.988281 1708464203.4492
MEM 20295.867188 1708464203.5496
MEM 20297.746094 1708464203.6500
MEM 20299.621094 1708464203.7503
MEM 20301.121094 1708464203.8507
MEM 20302.785156 1708464203.9510
MEM 20304.660156 1708464204.0513
MEM 20305.785156 1708464204.1517
MEM 20307.664062 1708464204.2522
MEM 20310.289062 1708464204.3527
MEM 20312.164062 1708464204.4531
MEM 20313.667969 1708464204.5537
MEM 20315.167969 1708464204.6541
MEM 20317.042969 1708464204.7543
MEM 20320.210938 1708464204.8548
MEM 20321.710938 1708464204.9552
MEM 20323.589844 1708464205.0557
MEM 20325.089844 1708464205.1562
MEM 20326.589844 1708464205.2564
MEM 20328.468750 1708464205.3567
MEM 20329.695312 1708464205.4573
MEM 20331.476562 1708464205.5577
MEM 20333.523438 1708464205.6582
MEM 20335.773438 1708464205.7587
MEM 20337.273438 1708464205.8593
MEM 20339.523438 1708464205.9598
MEM 20341.398438 1708464206.0603
MEM 20343.648438 1708464206.1609
MEM 20345.152344 1708464206.2613
MEM 20346.652344 1708464206.3618
MEM 20348.152344 1708464206.4624
MEM 20349.816406 1708464206.5629
MEM 20351.691406 1708464206.6634
MEM 20353.191406 1708464206.7638
MEM 20354.691406 1708464206.8641
MEM 20356.191406 1708464206.9644
MEM 20358.441406 1708464207.0647
MEM 20360.320312 1708464207.1649
MEM 20362.570312 1708464207.2654
MEM 20363.695312 1708464207.3659
MEM 20365.734375 1708464207.4664
MEM 20367.234375 1708464207.5669
MEM 20369.109375 1708464207.6671
MEM 20370.984375 1708464207.7675
MEM 20372.484375 1708464207.8680
MEM 20373.984375 1708464207.9685
MEM 20375.859375 1708464208.0690
MEM 20378.109375 1708464208.1696
MEM 20379.710938 1708464208.2700
MEM 20381.273438 1708464208.3705
MEM 20382.773438 1708464208.4710
MEM 20384.273438 1708464208.5715
MEM 20386.148438 1708464208.6721
MEM 20387.648438 1708464208.7725
MEM 20388.777344 1708464208.8730
MEM 20390.277344 1708464208.9736
MEM 20391.781250 1708464209.0738
MEM 20394.039062 1708464209.1744
MEM 20396.070312 1708464209.2747
MEM 20397.195312 1708464209.3749
MEM 20399.070312 1708464209.4754
MEM 20400.945312 1708464209.5760
MEM 20402.820312 1708464209.6762
MEM 20404.324219 1708464209.7764
MEM 20406.199219 1708464209.8766
MEM 20408.453125 1708464209.9768
MEM 20410.328125 1708464210.0771
MEM 20412.367188 1708464210.1772
MEM 20414.246094 1708464210.2777
MEM 20416.503906 1708464210.3780
MEM 20418.003906 1708464210.4782
MEM 20419.503906 1708464210.5784
MEM 20421.003906 1708464210.6786
MEM 20422.503906 1708464210.7788
MEM 20424.382812 1708464210.8790
MEM 20426.359375 1708464210.9794
MEM 20427.921875 1708464211.0798
MEM 20430.171875 1708464211.1805
MEM 20432.046875 1708464211.2808
MEM 20433.921875 1708464211.3814
MEM 20435.421875 1708464211.4819
MEM 20437.296875 1708464211.5823
MEM 20439.531250 1708464211.6827
MEM 20440.671875 1708464211.7829
MEM 20442.335938 1708464211.8834
MEM 20444.585938 1708464211.9839
MEM 20446.460938 1708464212.0842
MEM 20447.585938 1708464212.1844
MEM 20449.085938 1708464212.2847
MEM 20450.585938 1708464212.3849
MEM 20452.085938 1708464212.4851
MEM 20453.960938 1708464212.5852
MEM 20455.085938 1708464212.6854
MEM 20456.964844 1708464212.7860
MEM 20458.628906 1708464212.8865
MEM 20460.128906 1708464212.9870
MEM 20462.003906 1708464213.0874
MEM 20463.132812 1708464213.1876
MEM 20464.632812 1708464213.2882
MEM 20466.132812 1708464213.3886
MEM 20467.257812 1708464213.4893
MEM 20469.132812 1708464213.5895
MEM 20470.257812 1708464213.6896
MEM 20472.132812 1708464213.7900
MEM 20473.796875 1708464213.8906
MEM 20475.300781 1708464213.9911
MEM 20476.425781 1708464214.0917
MEM 20478.304688 1708464214.1923
MEM 20479.808594 1708464214.2926
MEM 20480.933594 1708464214.3932
MEM 20482.433594 1708464214.4937
MEM 20483.558594 1708464214.5941
MEM 20485.433594 1708464214.6947
MEM 20487.312500 1708464214.7952
MEM 20489.355469 1708464214.8957
MEM 20490.480469 1708464214.9962
MEM 20492.355469 1708464215.0966
MEM 20493.855469 1708464215.1970
MEM 20495.730469 1708464215.2977
MEM 20497.980469 1708464215.3978
MEM 20500.609375 1708464215.4982
MEM 20502.488281 1708464215.5985
MEM 20504.472656 1708464215.6990
MEM 20505.277344 1708464215.7992
MEM 20507.527344 1708464215.8997
MEM 20508.652344 1708464216.0002
MEM 20510.152344 1708464216.1008
MEM 20511.277344 1708464216.2012
MEM 20512.777344 1708464216.3018
MEM 20514.652344 1708464216.4023
MEM 20516.152344 1708464216.5029
MEM 20517.652344 1708464216.6033
MEM 20519.152344 1708464216.7038
MEM 20521.191406 1708464216.8042
MEM 20522.695312 1708464216.9043
MEM 20524.570312 1708464217.0048
MEM 20526.820312 1708464217.1053
MEM 20529.070312 1708464217.2058
MEM 20530.195312 1708464217.3063
MEM 20532.070312 1708464217.4068
MEM 20533.570312 1708464217.5072
MEM 20535.171875 1708464217.6074
MEM 20536.738281 1708464217.7079
MEM 20538.617188 1708464217.8084
MEM 20540.492188 1708464217.9087
MEM 20541.992188 1708464218.0089
MEM 20543.492188 1708464218.1095
MEM 20545.742188 1708464218.2101
MEM 20547.621094 1708464218.3104
MEM 20549.121094 1708464218.4110
MEM 20551.160156 1708464218.5115
MEM 20553.035156 1708464218.6121
MEM 20554.164062 1708464218.7127
MEM 20556.414062 1708464218.8132
MEM 20558.289062 1708464218.9134
MEM 20559.792969 1708464219.0140
MEM 20561.667969 1708464219.1147
MEM 20563.542969 1708464219.2152
MEM 20564.667969 1708464219.3156
MEM 20566.269531 1708464219.4161
MEM 20567.832031 1708464219.5165
MEM 20569.714844 1708464219.6167
MEM 20571.214844 1708464219.7172
MEM 20572.730469 1708464219.8177
MEM 20573.843750 1708464219.9181
MEM 20575.718750 1708464220.0187
MEM 20577.218750 1708464220.1192
MEM 20579.468750 1708464220.2197
MEM 20581.343750 1708464220.3202
MEM 20583.386719 1708464220.4208
MEM 20585.265625 1708464220.5213
MEM 20587.148438 1708464220.6218
MEM 20588.652344 1708464220.7222
MEM 20590.527344 1708464220.8228
MEM 20592.027344 1708464220.9233
MEM 20593.527344 1708464221.0238
MEM 20595.027344 1708464221.1243
MEM 20596.152344 1708464221.2248
MEM 20597.816406 1708464221.3253
MEM 20599.691406 1708464221.4256
MEM 20600.816406 1708464221.5258
MEM 20602.691406 1708464221.6264
MEM 20604.945312 1708464221.7267
MEM 20606.820312 1708464221.8268
MEM 20608.695312 1708464221.9271
MEM 20610.195312 1708464222.0277
MEM 20611.695312 1708464222.1283
MEM 20613.359375 1708464222.2286
MEM 20615.234375 1708464222.3289
MEM 20617.109375 1708464222.4295
MEM 20618.988281 1708464222.5299
MEM 20620.488281 1708464222.6305
MEM 20621.988281 1708464222.7309
MEM 20623.863281 1708464222.8315
MEM 20624.988281 1708464222.9319
MEM 20626.488281 1708464223.0325
MEM 20628.464844 1708464223.1330
MEM 20630.027344 1708464223.2335
MEM 20631.902344 1708464223.3340
MEM 20633.777344 1708464223.4345
MEM 20634.902344 1708464223.5350
MEM 20637.156250 1708464223.6355
MEM 20639.406250 1708464223.7361
MEM 20640.906250 1708464223.8366
MEM 20642.031250 1708464223.9371
MEM 20644.449219 1708464224.0376
MEM 20645.949219 1708464224.1381
MEM 20647.449219 1708464224.2386
MEM 20648.949219 1708464224.3392
MEM 20650.832031 1708464224.4396
MEM 20651.574219 1708464224.5401
MEM 20653.449219 1708464224.6406
MEM 20654.949219 1708464224.7412
MEM 20656.453125 1708464224.8417
MEM 20657.953125 1708464224.9422
MEM 20659.554688 1708464225.0425
MEM 20661.871094 1708464225.1432
MEM 20663.371094 1708464225.2438
MEM 20665.246094 1708464225.3442
MEM 20666.757812 1708464225.4447
MEM 20668.269531 1708464225.5451
MEM 20670.144531 1708464225.6457
MEM 20671.648438 1708464225.7461
MEM 20673.148438 1708464225.8463
MEM 20674.648438 1708464225.9466
MEM 20675.937500 1708464226.0468
MEM 20677.812500 1708464226.1473
MEM 20679.312500 1708464226.2477
MEM 20680.812500 1708464226.3480
MEM 20682.316406 1708464226.4482
MEM 20683.441406 1708464226.5487
MEM 20684.941406 1708464226.6492
MEM 20686.441406 1708464226.7497
MEM 20687.941406 1708464226.8500
MEM 20689.816406 1708464226.9505
MEM 20691.105469 1708464227.0509
MEM 20692.605469 1708464227.1513
MEM 20694.480469 1708464227.2515
MEM 20695.605469 1708464227.3518
MEM 20697.480469 1708464227.4523
MEM 20699.355469 1708464227.5526
MEM 20700.855469 1708464227.6532
MEM 20701.980469 1708464227.7533
MEM 20703.855469 1708464227.8538
MEM 20704.980469 1708464227.9544
MEM 20707.769531 1708464228.0548
MEM 20708.894531 1708464228.1554
MEM 20710.769531 1708464228.2559
MEM 20712.269531 1708464228.3564
MEM 20713.394531 1708464228.4568
MEM 20714.894531 1708464228.5572
MEM 20716.769531 1708464228.6574
MEM 20718.269531 1708464228.7579
MEM 20720.519531 1708464228.8585
MEM 20722.183594 1708464228.9589
MEM 20723.683594 1708464229.0590
MEM 20725.187500 1708464229.1595
MEM 20726.687500 1708464229.2596
MEM 20728.570312 1708464229.3600
MEM 20730.062500 1708464229.4606
MEM 20731.191406 1708464229.5610
MEM 20733.441406 1708464229.6615
MEM 20734.941406 1708464229.7617
MEM 20736.816406 1708464229.8621
MEM 20739.230469 1708464229.9626
MEM 20741.105469 1708464230.0630
MEM 20742.605469 1708464230.1635
MEM 20743.730469 1708464230.2641
MEM 20745.980469 1708464230.3646
MEM 20747.484375 1708464230.4651
MEM 20832.093750 1708464230.5653
MEM 20828.574219 1708464230.6657
MEM 20924.539062 1708464230.7661
MEM 21033.332031 1708464230.8666
MEM 21217.839844 1708464230.9671
MEM 21023.625000 1708464231.0673
MEM 21278.144531 1708464231.1678
MEM 21334.023438 1708464231.2683
MEM 21119.593750 1708464231.3688
MEM 21119.593750 1708464231.4693
MEM 21119.593750 1708464231.5696
MEM 21119.593750 1708464231.6699
MEM 20731.492188 1708464231.7704
MEM 20827.496094 1708464231.8709
MEM 21019.515625 1708464231.9715
MEM 20923.511719 1708464232.0717
MEM 20923.511719 1708464232.1720
MEM 20923.511719 1708464232.2724
MEM 20969.457031 1708464232.3724
MEM 20975.820312 1708464232.4729
MEM 21019.515625 1708464232.5736
MEM 21019.515625 1708464232.6740
MEM 20994.800781 1708464232.7747
MEM 21019.515625 1708464232.8749
MEM 21019.515625 1708464232.9756
MEM 20923.515625 1708464233.0764
MEM 21019.519531 1708464233.1771
MEM 21015.113281 1708464233.2773
MEM 20923.515625 1708464233.3776
MEM 21019.523438 1708464233.4779
MEM 20929.941406 1708464233.5782
MEM 21019.523438 1708464233.6785
MEM 21000.667969 1708464233.7792
MEM 20981.523438 1708464233.8795
MEM 21019.523438 1708464233.9801
MEM 20923.519531 1708464234.0804
MEM 21019.527344 1708464234.1811
MEM 20986.871094 1708464234.2819
MEM 21019.527344 1708464234.3826
MEM 21019.527344 1708464234.4829
MEM 20925.398438 1708464234.5832
MEM 21019.527344 1708464234.6836
MEM 21019.527344 1708464234.7843
MEM 20923.523438 1708464234.8850
MEM 21019.527344 1708464234.9855
MEM 20932.953125 1708464235.0860
MEM 21019.527344 1708464235.1866
MEM 21019.527344 1708464235.2875
MEM 20941.523438 1708464235.3878
MEM 21019.527344 1708464235.4881
MEM 20923.523438 1708464235.5885
MEM 20936.632812 1708464235.6886
MEM 20934.238281 1708464235.7889
MEM 20925.640625 1708464235.8891
MEM 20927.890625 1708464235.9896
MEM 20929.773438 1708464236.0899
MEM 20932.023438 1708464236.1902
MEM 20934.273438 1708464236.2905
MEM 20936.148438 1708464236.3909
MEM 20938.023438 1708464236.4912
MEM 20940.656250 1708464236.5917
MEM 20942.148438 1708464236.6919
MEM 20944.503906 1708464236.7923
MEM 20946.378906 1708464236.8928
MEM 20948.628906 1708464236.9933
MEM 20950.878906 1708464237.0939
MEM 20952.753906 1708464237.1944
MEM 20955.003906 1708464237.2949
MEM 20957.253906 1708464237.3953
MEM 20959.128906 1708464237.4958
MEM 20961.484375 1708464237.5964
MEM 20963.359375 1708464237.6969
MEM 20965.609375 1708464237.7974
MEM 20967.492188 1708464237.8979
MEM 20969.742188 1708464237.9984
MEM 20971.996094 1708464238.0989
MEM 20973.871094 1708464238.1994
MEM 20975.851562 1708464238.2999
MEM 20977.726562 1708464238.4005
MEM 20979.601562 1708464238.5011
MEM 20981.101562 1708464238.6015
MEM 20983.351562 1708464238.7019
MEM 20985.226562 1708464238.8025
MEM 20987.101562 1708464238.9030
MEM 20988.984375 1708464239.0035
MEM 20991.339844 1708464239.1041
MEM 20993.214844 1708464239.2046
MEM 20994.714844 1708464239.3050
MEM 20996.964844 1708464239.4055
MEM 20999.597656 1708464239.5060
MEM 21001.089844 1708464239.6062
MEM 21003.339844 1708464239.7065
MEM 21005.589844 1708464239.8071
MEM 21007.570312 1708464239.9077
MEM 21009.070312 1708464240.0079
MEM 21011.320312 1708464240.1081
MEM 21013.195312 1708464240.2087
MEM 21015.445312 1708464240.3091
MEM 21017.320312 1708464240.4095
MEM 21019.195312 1708464240.5100
MEM 21020.695312 1708464240.6105
MEM 21022.300781 1708464240.7111
MEM 21024.175781 1708464240.8117
MEM 21026.050781 1708464240.9121
MEM 21027.550781 1708464241.0122
MEM 21029.050781 1708464241.1126
MEM 21030.558594 1708464241.2131
MEM 21032.058594 1708464241.3133
MEM 21033.558594 1708464241.4138
MEM 21035.062500 1708464241.5141
MEM 21037.039062 1708464241.6143
MEM 21038.917969 1708464241.7147
MEM 21040.417969 1708464241.8153
MEM 21042.292969 1708464241.9157
MEM 21044.167969 1708464242.0162
MEM 21045.296875 1708464242.1167
MEM 21046.800781 1708464242.2174
MEM 21048.300781 1708464242.3178
MEM 21050.175781 1708464242.4180
MEM 21051.675781 1708464242.5182
MEM 21053.660156 1708464242.6189
MEM 21054.785156 1708464242.7193
MEM 21057.035156 1708464242.8198
MEM 21058.914062 1708464242.9202
MEM 21060.414062 1708464243.0208
MEM 21061.914062 1708464243.1211
MEM 21064.164062 1708464243.2213
MEM 21065.667969 1708464243.3217
MEM 21067.542969 1708464243.4219
MEM 21070.191406 1708464243.5224
MEM 21071.699219 1708464243.6228
MEM 21072.824219 1708464243.7234
MEM 21074.703125 1708464243.8240
MEM 21076.203125 1708464243.9247
MEM 21076.953125 1708464244.0252
MEM 21078.835938 1708464244.1257
MEM 21079.953125 1708464244.2259
MEM 21081.457031 1708464244.3262
MEM 21082.207031 1708464244.4264
MEM 21084.187500 1708464244.5269
MEM 21085.316406 1708464244.6271
MEM 21086.816406 1708464244.7275
MEM 21088.691406 1708464244.8279
MEM 21090.566406 1708464244.9282
MEM 21092.066406 1708464245.0285
MEM 21093.941406 1708464245.1290
MEM 21095.816406 1708464245.2292
MEM 21098.054688 1708464245.3297
MEM 21156.203125 1708464245.4300
MEM 21003.855469 1708464245.5306
MEM 21099.839844 1708464245.6310
MEM 21233.417969 1708464245.7315
MEM 21198.953125 1708464245.8321
MEM 21292.527344 1708464245.9327
MEM 21294.902344 1708464246.0332
MEM 21294.902344 1708464246.1337
MEM 21294.902344 1708464246.2338
MEM 21294.902344 1708464246.3342
MEM 20906.804688 1708464246.4347
MEM 21017.773438 1708464246.5352
MEM 21194.839844 1708464246.6358
MEM 21194.839844 1708464246.7362
MEM 21098.835938 1708464246.8368
MEM 21194.839844 1708464246.9371
MEM 21098.835938 1708464247.0376
MEM 21194.839844 1708464247.1382
MEM 21141.402344 1708464247.2388
MEM 21194.839844 1708464247.3394
MEM 21194.839844 1708464247.4397
MEM 21098.835938 1708464247.5405
MEM 21194.839844 1708464247.6407
MEM 21098.835938 1708464247.7409
MEM 21194.839844 1708464247.8413
MEM 21157.539062 1708464247.9419
MEM 21194.839844 1708464248.0421
MEM 21194.839844 1708464248.1428
MEM 21098.835938 1708464248.2436
MEM 21194.839844 1708464248.3439
MEM 21118.761719 1708464248.4441
MEM 21194.839844 1708464248.5445
MEM 21158.078125 1708464248.6450
MEM 21194.839844 1708464248.7452
MEM 21194.859375 1708464248.8460
MEM 21098.855469 1708464248.9466
MEM 21194.859375 1708464249.0472
MEM 21098.855469 1708464249.1479
MEM 21194.859375 1708464249.2481
MEM 21098.855469 1708464249.3483
MEM 21194.859375 1708464249.4486
MEM 21128.902344 1708464249.5491
MEM 21194.859375 1708464249.6498
MEM 21136.796875 1708464249.7502
MEM 21098.855469 1708464249.8505
MEM 21098.855469 1708464249.9511
MEM 21194.859375 1708464250.0514
MEM 21098.855469 1708464250.1521
MEM 21109.566406 1708464250.2525
MEM 21099.847656 1708464250.3530
MEM 21101.722656 1708464250.4532
MEM 21103.597656 1708464250.5538
MEM 21105.472656 1708464250.6541
MEM 21107.347656 1708464250.7545
MEM 21109.597656 1708464250.8547
MEM 21111.472656 1708464250.9551
MEM 21113.722656 1708464251.0552
MEM 21115.980469 1708464251.1554
MEM 21117.855469 1708464251.2556
MEM 21120.105469 1708464251.3563
MEM 21121.980469 1708464251.4566
MEM 21123.855469 1708464251.5572
MEM 21126.105469 1708464251.6577
MEM 21127.605469 1708464251.7578
MEM 21129.855469 1708464251.8580
MEM 21131.835938 1708464251.9585
MEM 21133.710938 1708464252.0588
MEM 21135.589844 1708464252.1591
MEM 21137.464844 1708464252.2593
MEM 21139.339844 1708464252.3595
MEM 21141.589844 1708464252.4600
MEM 21143.464844 1708464252.5603
MEM 21145.339844 1708464252.6608
MEM 21147.695312 1708464252.7615
MEM 21149.574219 1708464252.8617
MEM 21151.824219 1708464252.9622
MEM 21153.804688 1708464253.0624
MEM 21156.054688 1708464253.1627
MEM 21339.132812 1708464253.2629
MEM 21108.625000 1708464253.3631
MEM 21157.484375 1708464253.4634
MEM 21489.863281 1708464253.5641
MEM 21256.585938 1708464253.6643
MEM 21380.398438 1708464253.7650
MEM 21352.531250 1708464253.8652
MEM 21352.531250 1708464253.9654
MEM 21352.531250 1708464254.0658
MEM 21251.152344 1708464254.1661
MEM 20964.468750 1708464254.2668
MEM 21208.265625 1708464254.3673
MEM 21156.484375 1708464254.4676
MEM 21156.484375 1708464254.5680
MEM 21156.484375 1708464254.6682
MEM 21156.484375 1708464254.7685
MEM 21156.484375 1708464254.8692
MEM 21156.484375 1708464254.9695
MEM 21168.488281 1708464255.0697
MEM 21156.484375 1708464255.1700
MEM 21252.488281 1708464255.2706
MEM 21252.488281 1708464255.3712
MEM 21156.484375 1708464255.4720
MEM 21252.488281 1708464255.5726
MEM 21187.312500 1708464255.6729
MEM 21252.488281 1708464255.7734
MEM 21252.488281 1708464255.8739
MEM 21156.484375 1708464255.9745
MEM 21252.488281 1708464256.0751
MEM 21156.484375 1708464256.1755
MEM 21252.488281 1708464256.2760
MEM 21162.316406 1708464256.3768
MEM 21252.488281 1708464256.4771
MEM 21170.820312 1708464256.5776
MEM 21252.492188 1708464256.6782
MEM 21224.121094 1708464256.7789
MEM 21252.492188 1708464256.8793
MEM 21252.492188 1708464256.9798
MEM 21156.488281 1708464257.0802
MEM 21252.492188 1708464257.1806
MEM 21156.488281 1708464257.2811
MEM 21252.492188 1708464257.3814
MEM 21156.488281 1708464257.4820
MEM 21252.492188 1708464257.5826
MEM 21252.492188 1708464257.6832
MEM 21252.492188 1708464257.7836
MEM 21252.492188 1708464257.8841
MEM 21252.492188 1708464257.9847
MEM 21252.492188 1708464258.0856
MEM 21202.082031 1708464258.1861
MEM 21161.949219 1708464258.2864
MEM 21252.492188 1708464258.3870
MEM 21156.488281 1708464258.4879
MEM 21167.199219 1708464258.5884
MEM 21157.292969 1708464258.6890
MEM 21159.167969 1708464258.7893
MEM 21161.042969 1708464258.8897
MEM 21162.925781 1708464258.9901
MEM 21165.175781 1708464259.0905
MEM 21166.675781 1708464259.1908
MEM 21168.550781 1708464259.2911
MEM 21170.425781 1708464259.3917
MEM 21172.300781 1708464259.4922
MEM 21173.800781 1708464259.5928
MEM 21175.675781 1708464259.6930
MEM 21177.656250 1708464259.7936
MEM 21179.531250 1708464259.8942
MEM 21181.406250 1708464259.9945
MEM 21183.289062 1708464260.0948
MEM 21184.781250 1708464260.1955
MEM 21186.656250 1708464260.2960
MEM 21188.531250 1708464260.3966
MEM 21190.406250 1708464260.4970
MEM 21191.906250 1708464260.5975
MEM 21194.261719 1708464260.6982
MEM 21196.136719 1708464260.7988
MEM 21197.636719 1708464260.8994
MEM 21199.515625 1708464261.0001
MEM 21201.394531 1708464261.1007
MEM 21203.269531 1708464261.2013
MEM 21205.144531 1708464261.3016
MEM 21207.394531 1708464261.4019
MEM 21209.375000 1708464261.5022
MEM 21211.250000 1708464261.6029
MEM 21213.128906 1708464261.7032
MEM 21215.378906 1708464261.8035
MEM 21216.878906 1708464261.9040
MEM 21219.128906 1708464262.0043
MEM 21221.003906 1708464262.1049
MEM 21223.730469 1708464262.2055
MEM 21225.234375 1708464262.3061
MEM 21227.484375 1708464262.4066
MEM 21229.359375 1708464262.5068
MEM 21231.609375 1708464262.6070
MEM 21233.859375 1708464262.7076
MEM 21235.734375 1708464262.8078
MEM 21237.613281 1708464262.9080
MEM 21239.214844 1708464263.0082
MEM 21240.718750 1708464263.1085
MEM 21242.593750 1708464263.2088
MEM 21244.468750 1708464263.3091
MEM 21246.351562 1708464263.4096
MEM 21247.843750 1708464263.5100
MEM 21249.343750 1708464263.6105
MEM 21251.218750 1708464263.7108
MEM 21252.718750 1708464263.8111
MEM 21255.078125 1708464263.9114
MEM 21256.207031 1708464264.0119
MEM 21117.773438 1708464264.1124
MEM 21314.464844 1708464264.2129
MEM 21265.222656 1708464264.3132
MEM 21553.398438 1708464264.4138
MEM 21356.308594 1708464264.5142
MEM 21402.183594 1708464264.6147
MEM 21765.273438 1708464264.7151
MEM 21452.300781 1708464264.8158
MEM 21452.300781 1708464264.9160
MEM 21452.300781 1708464265.0163
MEM 21246.894531 1708464265.1169
MEM 21064.246094 1708464265.2173
MEM 21256.265625 1708464265.3177
MEM 21352.269531 1708464265.4183
MEM 21256.265625 1708464265.5187
MEM 21256.265625 1708464265.6191
MEM 21256.265625 1708464265.7196
MEM 21256.316406 1708464265.8202
MEM 21352.320312 1708464265.9205
MEM 21352.320312 1708464266.0211
MEM 21256.316406 1708464266.1215
MEM 21352.320312 1708464266.2218
MEM 21257.285156 1708464266.3221
MEM 21352.320312 1708464266.4228
MEM 21347.429688 1708464266.5233
MEM 21338.320312 1708464266.6238
MEM 21352.320312 1708464266.7245
MEM 21266.484375 1708464266.8246
MEM 21352.324219 1708464266.9253
MEM 21330.148438 1708464267.0258
MEM 21352.324219 1708464267.1266
MEM 21352.324219 1708464267.2270
MEM 21256.320312 1708464267.3276
MEM 21352.324219 1708464267.4279
MEM 21337.324219 1708464267.5288
MEM 21308.324219 1708464267.6290
MEM 21352.324219 1708464267.7296
MEM 21256.320312 1708464267.8300
MEM 21352.324219 1708464267.9308
MEM 21337.328125 1708464268.0314
MEM 21352.324219 1708464268.1320
MEM 21352.324219 1708464268.2327
MEM 21256.320312 1708464268.3332
MEM 21352.324219 1708464268.4338
MEM 21317.964844 1708464268.5342
MEM 21352.324219 1708464268.6347
MEM 21352.324219 1708464268.7353
MEM 21256.320312 1708464268.8356
MEM 21352.324219 1708464268.9362
MEM 21256.320312 1708464269.0363
MEM 21269.429688 1708464269.1367
